Code,Date,Volume,Open,Close,High,Low,Open_MA_5,Open_MA_25,Open_MA_75
2120,2016-07-21,485800.0,998.0,1010.0,1019.0,993.0,963.4,944.84,1109.36
2120,2016-07-22,520400.0,986.0,1003.0,1012.0,981.0,967.6,944.36,1103.8
2120,2016-07-25,532700.0,1011.0,991.0,1016.0,985.0,983.2,945.76,1100.0133333333333
2120,2016-07-26,552300.0,976.0,959.0,985.0,946.0,988.8,947.04,1095.84
2120,2016-07-27,437000.0,968.0,988.0,993.0,960.0,987.8,947.76,1092.8666666666666
2120,2016-07-28,322700.0,960.0,951.0,968.0,948.0,980.2,949.16,1089.9333333333334
2120,2016-07-29,467200.0,941.0,1001.0,1005.0,938.0,971.2,949.88,1086.8133333333333
2120,2016-08-01,253900.0,965.0,976.0,989.0,963.0,962.0,951.72,1083.44
2120,2016-08-02,235000.0,968.0,965.0,980.0,963.0,960.4,955.48,1080.48
2120,2016-08-03,528500.0,944.0,931.0,949.0,918.0,955.6,958.04,1077.4533333333334
2120,2016-08-04,436100.0,928.0,935.0,951.0,917.0,949.2,958.36,1073.92
2120,2016-08-05,925500.0,947.0,967.0,1032.0,941.0,950.4,958.24,1070.6266666666668
2120,2016-08-08,424400.0,982.0,969.0,995.0,946.0,953.8,961.2,1068.3466666666666
2120,2016-08-09,344100.0,962.0,999.0,999.0,960.0,952.6,960.64,1065.24
2120,2016-08-10,529800.0,999.0,1020.0,1042.0,999.0,963.6,959.4,1061.9866666666667
2120,2016-08-12,1389600.0,1045.0,989.0,1078.0,983.0,987.0,962.56,1058.6
2120,2016-08-15,758000.0,974.0,930.0,976.0,927.0,992.4,963.6,1054.3866666666668
2120,2016-08-16,509000.0,933.0,917.0,935.0,907.0,982.6,964.76,1049.2266666666667
2120,2016-08-17,973600.0,902.0,852.0,909.0,848.0,970.6,964.56,1044.8
2120,2016-08-18,2018200.0,830.0,791.0,832.0,785.0,936.8,960.56,1039.5733333333333
2120,2016-08-19,1070600.0,799.0,774.0,810.0,761.0,887.6,953.48,1033.2266666666667
2120,2016-08-22,878900.0,789.0,783.0,798.0,777.0,850.6,946.44,1028.2133333333334
2120,2016-08-23,1361300.0,780.0,747.0,782.0,718.0,820.0,940.32,1022.5066666666668
2120,2016-08-24,1352700.0,761.0,722.0,761.0,710.0,791.8,932.84,1016.2266666666667
2120,2016-08-25,968300.0,736.0,760.0,777.0,733.0,773.0,923.36,1009.44
2120,2016-08-26,1008600.0,749.0,720.0,752.0,713.0,763.0,913.4,1002.56
2120,2016-08-29,761900.0,735.0,722.0,745.0,715.0,752.2,903.36,995.5333333333333
2120,2016-08-30,900000.0,722.0,720.0,736.0,716.0,740.6,891.8,989.5466666666665
2120,2016-08-31,1454700.0,725.0,712.0,727.0,698.0,733.4,881.76,982.1333333333333
2120,2016-09-01,1237900.0,725.0,726.0,732.0,719.0,731.2,872.04,974.1866666666666
2120,2016-09-02,833100.0,725.0,721.0,750.0,721.0,726.4,862.64,966.3733333333333
2120,2016-09-05,399200.0,725.0,720.0,730.0,716.0,724.4,854.0,959.6
2120,2016-09-06,691900.0,728.0,745.0,747.0,723.0,725.6,844.52,953.0133333333333
2120,2016-09-07,1211400.0,755.0,774.0,788.0,751.0,731.6,836.0,946.2266666666667
2120,2016-09-08,758100.0,769.0,764.0,776.0,757.0,740.4,829.0,939.7333333333332
2120,2016-09-09,540200.0,765.0,761.0,772.0,757.0,748.4,822.48,933.7333333333332
2120,2016-09-12,531800.0,739.0,741.0,756.0,733.0,751.2,814.16,928.32
2120,2016-09-13,515100.0,746.0,746.0,760.0,738.0,754.8,804.72,923.4
2120,2016-09-14,1377900.0,751.0,750.0,785.0,748.0,754.0,796.28,918.4933333333332
2120,2016-09-15,659800.0,740.0,734.0,743.0,721.0,748.2,785.92,913.1733333333333
2120,2016-09-16,354100.0,734.0,732.0,736.0,721.0,742.0,773.48,907.8933333333333
2120,2016-09-20,736600.0,741.0,751.0,759.0,720.0,742.4,764.16,903.04
2120,2016-09-21,963100.0,742.0,736.0,744.0,712.0,741.6,756.52,898.5733333333334
2120,2016-09-23,821300.0,736.0,767.0,773.0,736.0,738.6,749.88,893.8266666666667
2120,2016-09-26,1249800.0,763.0,806.0,813.0,760.0,743.2,747.2,889.4666666666667
2120,2016-09-27,893800.0,800.0,822.0,828.0,790.0,756.4,747.24,885.8933333333333
2120,2016-09-28,1403200.0,822.0,865.0,873.0,820.0,772.6,748.56,882.9733333333335
2120,2016-09-29,977500.0,877.0,851.0,877.0,847.0,799.6,752.44,880.4933333333332
2120,2016-09-30,456400.0,836.0,823.0,848.0,822.0,819.6,755.44,877.72
2120,2016-10-03,433600.0,827.0,848.0,853.0,822.0,832.4,759.08,875.32
2120,2016-10-04,472300.0,843.0,826.0,846.0,823.0,841.0,762.84,873.6933333333334
2120,2016-10-05,391400.0,826.0,826.0,834.0,822.0,841.8,766.48,871.4
2120,2016-10-06,431200.0,828.0,828.0,832.0,821.0,832.0,770.72,869.4266666666666
2120,2016-10-07,457100.0,821.0,831.0,832.0,809.0,829.0,774.56,867.7866666666665
2120,2016-10-11,335500.0,821.0,818.0,830.0,815.0,827.8,778.4,866.0666666666667
2120,2016-10-12,540700.0,808.0,829.0,839.0,804.0,820.8,781.72,864.5066666666668
2120,2016-10-13,349700.0,840.0,828.0,843.0,817.0,823.6,786.32,863.4
2120,2016-10-14,359800.0,831.0,843.0,844.0,827.0,824.2,790.44,862.2266666666667
2120,2016-10-17,500200.0,839.0,840.0,840.0,817.0,827.8,793.8,861.76
2120,2016-10-18,397600.0,841.0,843.0,851.0,836.0,831.8,796.68,861.24
2120,2016-10-19,430600.0,840.0,844.0,847.0,833.0,838.2,799.68,860.1733333333333
2120,2016-10-20,627200.0,855.0,876.0,887.0,854.0,841.2,804.32,858.9066666666665
2120,2016-10-21,878000.0,878.0,910.0,914.0,874.0,850.6,809.6,858.5066666666668
2120,2016-10-24,1013600.0,925.0,928.0,946.0,911.0,867.8,816.56,857.8266666666667
2120,2016-10-25,587100.0,930.0,921.0,930.0,901.0,885.6,824.16,856.4933333333332
2120,2016-10-26,347200.0,921.0,923.0,932.0,916.0,901.8,831.64,855.8933333333333
2120,2016-10-27,582500.0,923.0,904.0,923.0,893.0,915.4,838.92,855.56
2120,2016-10-28,1181200.0,890.0,888.0,895.0,854.0,917.8,844.84,855.3733333333333
2120,2016-10-31,509700.0,883.0,884.0,889.0,877.0,909.4,850.72,855.0533333333333
2120,2016-11-01,441800.0,884.0,874.0,888.0,863.0,900.2,855.56,854.44
2120,2016-11-02,448100.0,860.0,844.0,869.0,838.0,888.0,857.96,852.8933333333333
2120,2016-11-04,503100.0,829.0,853.0,859.0,824.0,869.2,858.24,851.08
2120,2016-11-07,474600.0,854.0,883.0,888.0,849.0,862.0,857.32,850.0266666666665
2120,2016-11-08,383300.0,877.0,883.0,902.0,877.0,860.8,858.96,849.08
2120,2016-11-09,804700.0,880.0,827.0,882.0,794.0,860.0,861.08,847.84
2120,2016-11-10,529100.0,880.0,888.0,889.0,858.0,864.0,862.56,846.2666666666668
2120,2016-11-11,2175000.0,903.0,773.0,942.0,769.0,878.8,865.64,845.16
2120,2016-11-14,860700.0,773.0,794.0,795.0,760.0,862.6,863.44,841.9866666666667
2120,2016-11-15,1213700.0,791.0,761.0,794.0,748.0,845.4,862.24,839.52
2120,2016-11-16,1074600.0,770.0,788.0,792.0,762.0,823.4,860.2,836.88
2120,2016-11-17,1064400.0,782.0,802.0,809.0,782.0,803.8,859.16,834.5066666666668
2120,2016-11-18,1425600.0,816.0,853.0,861.0,815.0,786.4,858.2,832.84
2120,2016-11-21,966400.0,860.0,827.0,861.0,815.0,803.8,859.36,831.44
2120,2016-11-22,502900.0,830.0,830.0,837.0,815.0,811.6,859.0,829.6
2120,2016-11-24,549000.0,830.0,829.0,833.0,815.0,823.6,858.56,828.08
2120,2016-11-25,636300.0,820.0,814.0,828.0,802.0,831.2,857.76,826.64
2120,2016-11-28,503600.0,805.0,821.0,822.0,785.0,829.0,855.76,824.7466666666667
2120,2016-11-29,344800.0,806.0,807.0,814.0,803.0,818.2,852.88,822.4
2120,2016-11-30,274100.0,800.0,801.0,807.0,798.0,812.2,847.88,820.24
2120,2016-12-01,1347800.0,805.0,779.0,810.0,774.0,807.2,842.88,817.6533333333333
2120,2016-12-02,1066500.0,768.0,764.0,768.0,753.0,796.8,836.76,813.96
2120,2016-12-05,1021800.0,750.0,738.0,751.0,731.0,785.8,829.84,810.9733333333335
2120,2016-12-06,996100.0,737.0,724.0,739.0,721.0,772.0,823.72,808.36
2120,2016-12-07,787200.0,724.0,735.0,738.0,718.0,756.8,817.36,805.9866666666667
2120,2016-12-08,956200.0,744.0,751.0,757.0,733.0,744.6,811.76,804.84
2120,2016-12-09,1642100.0,760.0,784.0,791.0,751.0,743.0,807.76,804.32
2120,2016-12-12,1133400.0,788.0,800.0,802.0,783.0,750.6,806.12,804.3066666666666
2120,2016-12-13,850400.0,797.0,798.0,812.0,787.0,762.6,803.84,804.5333333333333
2120,2016-12-14,500200.0,800.0,792.0,808.0,791.0,777.8,800.76,805.0533333333333
2120,2016-12-15,549800.0,790.0,779.0,794.0,775.0,787.0,797.16,805.7733333333333
2120,2016-12-16,659900.0,784.0,781.0,806.0,776.0,791.8,793.32,806.24
2120,2016-12-19,507300.0,781.0,780.0,792.0,774.0,790.4,788.44,806.8533333333335
2120,2016-12-20,546800.0,774.0,773.0,777.0,767.0,785.8,788.48,807.5466666666665
2120,2016-12-21,827100.0,778.0,761.0,783.0,759.0,781.4,787.96,808.2533333333333
2120,2016-12-22,614300.0,755.0,764.0,772.0,751.0,774.4,787.36,808.6533333333333
2120,2016-12-26,690200.0,764.0,754.0,770.0,751.0,770.4,786.64,809.1733333333333
2120,2016-12-27,584400.0,758.0,785.0,786.0,757.0,765.8,784.32,809.6133333333332
2120,2016-12-28,647300.0,790.0,799.0,808.0,784.0,769.0,781.52,810.44
2120,2016-12-29,581600.0,800.0,790.0,802.0,781.0,773.4,780.32,811.04
2120,2016-12-30,376500.0,783.0,792.0,797.0,775.0,779.0,778.44,811.2266666666667
2120,2017-01-04,813100.0,786.0,794.0,803.0,783.0,783.4,777.08,811.5066666666668
2120,2017-01-05,1276900.0,799.0,823.0,828.0,797.0,791.6,776.84,812.3066666666666
2120,2017-01-06,1420800.0,821.0,849.0,863.0,821.0,797.8,777.44,813.3066666666666
2120,2017-01-10,737400.0,855.0,842.0,861.0,837.0,808.8,779.64,814.6933333333334
2120,2017-01-11,634200.0,840.0,810.0,843.0,808.0,820.2,781.04,816.0266666666665
2120,2017-01-12,356900.0,813.0,810.0,823.0,802.0,825.6,782.84,817.08
2120,2017-01-13,512700.0,803.0,814.0,817.0,803.0,826.4,784.96,817.9066666666665
2120,2017-01-16,382800.0,822.0,810.0,826.0,804.0,826.6,788.36,818.9733333333335
2120,2017-01-17,391100.0,815.0,804.0,815.0,801.0,818.6,792.0,820.0266666666665
2120,2017-01-18,414200.0,799.0,803.0,808.0,789.0,810.4,794.2,820.5066666666668
2120,2017-01-19,325700.0,811.0,808.0,820.0,804.0,810.0,796.24,820.6533333333333
2120,2017-01-20,573800.0,805.0,805.0,814.0,799.0,810.4,796.92,820.4266666666666
2120,2017-01-23,524800.0,805.0,803.0,813.0,800.0,807.0,797.24,819.4666666666667
2120,2017-01-24,624300.0,800.0,794.0,810.0,789.0,804.0,797.24,818.9866666666667
2120,2017-01-25,508800.0,808.0,806.0,817.0,800.0,805.8,797.96,818.7333333333332
2120,2017-01-26,585400.0,816.0,820.0,826.0,809.0,806.8,799.24,818.3733333333333
2120,2017-01-27,837600.0,822.0,792.0,822.0,790.0,810.2,800.88,818.32
2120,2017-01-30,925800.0,792.0,771.0,793.0,766.0,807.6,801.6,817.84
2120,2017-01-31,1078000.0,762.0,763.0,764.0,750.0,800.0,800.96,817.0533333333333
2120,2017-02-01,492700.0,754.0,774.0,774.0,754.0,789.2,800.92,816.16
2120,2017-02-02,473700.0,780.0,765.0,780.0,763.0,782.0,801.56,815.7866666666665
2120,2017-02-03,369400.0,764.0,769.0,779.0,756.0,770.4,801.8,814.7733333333333
2120,2017-02-06,398000.0,777.0,779.0,782.0,766.0,767.4,801.28,814.0533333333333
2120,2017-02-07,377800.0,773.0,760.0,773.0,759.0,769.6,800.2,813.1733333333333
2120,2017-02-08,681700.0,761.0,782.0,782.0,756.0,771.0,799.32,812.1066666666667
2120,2017-02-09,706900.0,771.0,766.0,784.0,763.0,769.2,798.72,811.1866666666666
2120,2017-02-10,721000.0,777.0,770.0,777.0,760.0,771.8,797.84,810.1466666666665
2120,2017-02-13,997700.0,780.0,802.0,807.0,776.0,772.4,796.2,808.84
2120,2017-02-14,3063300.0,751.0,724.0,757.0,721.0,768.0,792.04,806.52
2120,2017-02-15,720900.0,727.0,725.0,734.0,724.0,761.2,787.52,803.8133333333334
2120,2017-02-16,1973800.0,725.0,724.0,732.0,703.0,752.0,784.0,801.2
2120,2017-02-17,848300.0,722.0,728.0,731.0,717.0,741.0,780.76,798.52
2120,2017-02-20,599800.0,728.0,738.0,739.0,727.0,730.6,777.0,796.36
2120,2017-02-21,706000.0,738.0,739.0,739.0,729.0,728.0,773.92,794.4266666666666
2120,2017-02-22,424300.0,743.0,739.0,748.0,735.0,731.2,771.68,792.5466666666665
2120,2017-02-23,1163100.0,740.0,767.0,767.0,739.0,734.2,768.84,790.9466666666667
2120,2017-02-24,1218900.0,794.0,764.0,798.0,755.0,748.6,768.4,790.48
2120,2017-02-27,799100.0,756.0,743.0,758.0,734.0,754.2,766.44,789.1733333333333
2120,2017-02-28,831500.0,748.0,737.0,753.0,735.0,756.2,764.36,787.4533333333335
2120,2017-03-01,891000.0,735.0,745.0,747.0,732.0,754.6,761.44,785.52
2120,2017-03-02,793600.0,750.0,738.0,752.0,735.0,756.6,758.8,783.7866666666665
2120,2017-03-03,598500.0,737.0,730.0,738.0,726.0,745.2,755.4,781.5733333333334
2120,2017-03-06,461400.0,730.0,733.0,734.0,727.0,740.0,752.92,781.0
2120,2017-03-07,407100.0,733.0,733.0,739.0,729.0,737.0,751.76,780.2266666666667
2120,2017-03-08,804700.0,730.0,733.0,742.0,727.0,736.0,750.8,779.6933333333334
2120,2017-03-09,436500.0,740.0,733.0,742.0,731.0,734.0,749.2,779.1333333333333
2120,2017-03-10,1157000.0,746.0,764.0,764.0,737.0,735.8,748.48,778.2
2120,2017-03-13,608100.0,760.0,752.0,761.0,748.0,741.8,747.8,776.8666666666667
2120,2017-03-14,339000.0,751.0,751.0,755.0,744.0,745.4,746.92,775.8133333333334
2120,2017-03-15,481400.0,748.0,742.0,749.0,739.0,749.0,746.4,774.72
2120,2017-03-16,611600.0,740.0,750.0,750.0,733.0,749.0,745.16,773.6533333333333
2120,2017-03-17,570800.0,746.0,745.0,752.0,737.0,749.0,743.92,772.8666666666667
2120,2017-03-21,1013000.0,743.0,768.0,768.0,741.0,745.6,742.44,772.0266666666665
2120,2017-03-22,549900.0,744.0,742.0,755.0,742.0,744.2,742.16,771.28
2120,2017-03-23,563100.0,746.0,759.0,766.0,743.0,743.8,742.92,770.4933333333332
2120,2017-03-24,999000.0,766.0,786.0,787.0,758.0,749.0,744.56,770.4666666666667
2120,2017-03-27,667200.0,771.0,757.0,779.0,753.0,754.0,746.52,770.7466666666667
2120,2017-03-28,629900.0,759.0,755.0,765.0,748.0,757.2,747.76,771.04
2120,2017-03-29,557000.0,753.0,774.0,776.0,753.0,759.0,748.36,771.4266666666666
2120,2017-03-30,672600.0,780.0,765.0,790.0,760.0,765.8,749.84,771.9066666666665
2120,2017-03-31,480100.0,765.0,755.0,769.0,754.0,765.6,750.84,771.9733333333335
2120,2017-04-03,393500.0,761.0,773.0,776.0,753.0,763.6,749.52,771.6133333333332
2120,2017-04-04,671300.0,770.0,771.0,784.0,762.0,765.8,750.08,771.2533333333333
2120,2017-04-05,869100.0,782.0,771.0,797.0,766.0,771.6,751.44,771.0133333333333
2120,2017-04-06,672400.0,761.0,740.0,763.0,733.0,767.8,752.48,770.6266666666667
2120,2017-04-07,703400.0,745.0,743.0,756.0,727.0,763.8,752.28,770.1066666666667
2120,2017-04-10,363000.0,739.0,740.0,750.0,738.0,759.4,752.36,769.5466666666665
2120,2017-04-11,344300.0,740.0,741.0,752.0,737.0,753.4,752.76,769.0933333333335
2120,2017-04-12,670500.0,730.0,712.0,739.0,701.0,743.0,752.64,768.4533333333335
2120,2017-04-13,601900.0,700.0,715.0,718.0,696.0,730.8,751.44,767.72
2120,2017-04-14,371000.0,715.0,703.0,720.0,701.0,724.8,750.44,767.0666666666667
2120,2017-04-17,487600.0,700.0,724.0,728.0,700.0,717.0,748.6,766.2933333333333
2120,2017-04-18,561600.0,737.0,744.0,751.0,736.0,716.4,747.68,765.5866666666667
2120,2017-04-19,473300.0,735.0,736.0,753.0,733.0,717.4,747.04,764.72
2120,2017-04-20,359000.0,744.0,748.0,750.0,735.0,726.2,746.88,764.2
2120,2017-04-21,440700.0,752.0,744.0,753.0,738.0,733.6,747.36,763.7466666666667
2120,2017-04-24,1177200.0,729.0,763.0,771.0,729.0,739.4,746.68,762.8133333333334
2120,2017-04-25,484000.0,769.0,769.0,774.0,763.0,745.8,747.72,762.12
2120,2017-04-26,724400.0,777.0,774.0,790.0,772.0,754.2,749.04,761.08
2120,2017-04-27,501300.0,770.0,774.0,777.0,760.0,759.4,750.0,760.1466666666665
2120,2017-04-28,632600.0,778.0,782.0,789.0,776.0,764.6,750.48,759.68
2120,2017-05-01,360100.0,780.0,782.0,784.0,769.0,774.8,750.84,759.3733333333333
2120,2017-05-02,399800.0,782.0,789.0,794.0,781.0,777.4,751.76,758.84
2120,2017-05-08,709700.0,795.0,796.0,810.0,792.0,781.0,753.44,758.5733333333334
2120,2017-05-09,572300.0,802.0,794.0,807.0,792.0,787.4,754.32,758.6133333333332
2120,2017-05-10,964000.0,797.0,796.0,805.0,788.0,791.2,755.6,758.4266666666666
2120,2017-05-11,755000.0,798.0,795.0,812.0,794.0,794.8,757.08,758.3333333333335
2120,2017-05-12,820000.0,792.0,775.0,794.0,768.0,796.8,757.96,758.16
2120,2017-05-15,1064800.0,770.0,773.0,783.0,762.0,791.8,757.48,757.76
2120,2017-05-16,821700.0,782.0,794.0,803.0,778.0,787.8,758.32,757.4133333333333
2120,2017-05-17,1307800.0,794.0,808.0,821.0,784.0,787.2,760.28,757.12
2120,2017-05-18,441300.0,785.0,796.0,800.0,785.0,784.6,762.12,756.6266666666667
2120,2017-05-19,368300.0,795.0,792.0,810.0,792.0,785.2,764.32,756.6666666666665
2120,2017-05-22,275400.0,795.0,804.0,807.0,794.0,790.2,766.92,757.1066666666667
2120,2017-05-23,538800.0,812.0,802.0,817.0,800.0,796.2,771.4,757.88
2120,2017-05-24,2688400.0,780.0,740.0,784.0,738.0,793.4,774.0,757.88
2120,2017-05-25,956300.0,744.0,729.0,746.0,726.0,785.2,775.76,757.6133333333332
2120,2017-05-26,1276300.0,726.0,716.0,727.0,707.0,771.4,775.32,756.9333333333333
2120,2017-05-29,742200.0,716.0,704.0,718.0,704.0,755.6,774.56,756.1733333333333
2120,2017-05-30,837900.0,708.0,715.0,716.0,701.0,734.8,773.12,755.4666666666667
2120,2017-05-31,562900.0,711.0,706.0,715.0,703.0,721.0,771.48,754.6666666666665
2120,2017-06-01,691300.0,708.0,720.0,722.0,705.0,713.8,770.64,753.7466666666667
2120,2017-06-02,573500.0,730.0,723.0,733.0,717.0,714.6,769.08,753.08
2120,2017-06-05,648100.0,722.0,717.0,724.0,712.0,715.8,766.88,752.6933333333334
2120,2017-06-06,706900.0,717.0,714.0,720.0,705.0,717.6,764.76,752.56
2120,2017-06-07,698700.0,706.0,729.0,731.0,706.0,716.6,761.88,752.3066666666666
2120,2017-06-08,424700.0,731.0,723.0,733.0,723.0,721.2,759.92,752.4266666666666
2120,2017-06-09,425900.0,722.0,723.0,731.0,717.0,719.6,757.52,752.3466666666667
2120,2017-06-12,729700.0,723.0,728.0,733.0,719.0,719.8,754.64,752.1466666666665
2120,2017-06-13,630400.0,729.0,738.0,747.0,729.0,722.2,751.72,751.96
2120,2017-06-14,468200.0,746.0,741.0,750.0,739.0,730.2,749.68,752.04
2120,2017-06-15,497200.0,738.0,749.0,754.0,735.0,731.6,747.28,751.2933333333333
2120,2017-06-16,648900.0,751.0,749.0,760.0,740.0,737.4,745.64,751.2266666666667
2120,2017-06-19,2606700.0,763.0,811.0,812.0,762.0,745.4,745.36,751.4266666666666
2120,2017-06-20,1530600.0,820.0,807.0,837.0,788.0,763.6,746.88,752.56
2120,2017-06-21,1487300.0,803.0,829.0,843.0,801.0,775.0,747.24,753.2666666666668
2120,2017-06-22,3052400.0,830.0,867.0,956.0,830.0,793.4,749.04,754.5066666666668
2120,2017-06-23,3141700.0,876.0,897.0,936.0,875.0,818.4,752.28,756.4533333333335
2120,2017-06-26,1582300.0,912.0,904.0,930.0,891.0,848.2,756.96,758.84
2120,2017-06-27,1162500.0,906.0,932.0,935.0,889.0,865.4,760.72,761.1866666666666
2120,2017-06-28,1300300.0,928.0,945.0,956.0,922.0,890.4,766.64,763.6933333333334
2120,2017-06-29,862900.0,955.0,975.0,978.0,939.0,915.4,775.08,766.48
2120,2017-06-30,914500.0,960.0,985.0,987.0,956.0,932.2,784.44,769.1466666666665
2120,2017-07-03,1404200.0,993.0,943.0,996.0,939.0,948.4,795.52,772.3733333333333
2120,2017-07-04,1069600.0,957.0,938.0,970.0,926.0,958.6,805.48,775.16
2120,2017-07-05,613400.0,938.0,950.0,955.0,927.0,960.6,814.56,777.8
2120,2017-07-06,307400.0,950.0,945.0,956.0,941.0,959.6,824.24,780.52
2120,2017-07-07,539700.0,930.0,935.0,945.0,923.0,953.6,832.24,783.0133333333333
2120,2017-07-10,561700.0,935.0,940.0,944.0,914.0,942.0,840.76,785.56
2120,2017-07-11,435700.0,943.0,937.0,951.0,928.0,939.2,849.8,788.1866666666666
2120,2017-07-12,431200.0,932.0,936.0,940.0,921.0,938.0,858.84,790.4
2120,2017-07-13,576300.0,944.0,942.0,958.0,938.0,936.8,867.36,792.7066666666667
2120,2017-07-14,458400.0,937.0,937.0,946.0,931.0,938.2,875.96,795.08
2120,2017-07-18,595500.0,931.0,921.0,935.0,907.0,937.4,884.28,797.4533333333335
2120,2017-07-19,1072300.0,908.0,897.0,911.0,884.0,930.4,891.44,799.16
2120,2017-07-20,629300.0,903.0,897.0,914.0,893.0,924.6,897.72,801.0
2120,2017-07-21,459700.0,893.0,899.0,912.0,889.0,914.4,903.92,802.76
2120,2017-07-24,441400.0,895.0,909.0,911.0,886.0,906.0,909.68,804.4266666666666
2120,2017-07-25,588000.0,912.0,890.0,913.0,878.0,902.2,915.64,806.16
2120,2017-07-26,304800.0,888.0,895.0,900.0,884.0,898.2,918.36,807.8533333333335
2120,2017-07-27,404600.0,893.0,900.0,910.0,893.0,896.2,921.96,809.8266666666667
2120,2017-07-28,592000.0,888.0,865.0,892.0,862.0,895.2,924.28,811.8133333333334
2120,2017-07-31,684200.0,862.0,881.0,886.0,860.0,888.6,923.72,813.44
2120,2017-08-01,303100.0,878.0,874.0,884.0,865.0,881.8,922.36,815.4133333333333
2120,2017-08-02,594200.0,875.0,893.0,906.0,872.0,879.2,921.12,817.7466666666667
2120,2017-08-03,455000.0,891.0,867.0,892.0,864.0,878.8,919.64,820.0933333333335
2120,2017-08-04,275900.0,869.0,885.0,892.0,868.0,875.0,916.2,822.3466666666667
2120,2017-08-07,320500.0,890.0,891.0,898.0,881.0,880.6,913.4,824.3866666666668
2120,2017-08-08,586700.0,894.0,925.0,925.0,891.0,883.8,909.44,826.5066666666668
2120,2017-08-09,566400.0,927.0,911.0,941.0,907.0,894.2,908.24,828.9466666666667
2120,2017-08-10,1309000.0,836.0,832.0,845.0,820.0,883.2,904.16,830.0666666666667
2120,2017-08-14,699900.0,817.0,815.0,833.0,810.0,872.8,898.84,831.24
2120,2017-08-15,1162300.0,809.0,798.0,812.0,777.0,856.6,894.0,831.7733333333333
2120,2017-08-16,418600.0,813.0,807.0,817.0,799.0,840.4,889.12,832.2533333333333
2120,2017-08-17,457600.0,805.0,825.0,826.0,799.0,816.0,883.6,832.72
2120,2017-08-18,501200.0,803.0,808.0,819.0,802.0,809.4,878.44,833.0533333333333
2120,2017-08-21,310200.0,812.0,819.0,823.0,808.0,808.4,873.16,833.48
2120,2017-08-22,394500.0,825.0,844.0,846.0,822.0,811.6,868.68,834.0533333333333
2120,2017-08-23,455300.0,850.0,870.0,877.0,849.0,819.0,865.44,834.7866666666665
2120,2017-08-24,850300.0,897.0,849.0,909.0,847.0,837.4,865.0,836.0533333333333
